,country,date,cases
212853,US,11/27/22,98570524
212854,US,11/28/20,13369711
212855,US,11/28/21,48303583
212856,US,11/28/22,98632854
212857,US,11/29/20,13509384
212858,US,11/29/21,48488733
212859,US,11/29/22,98700309
212860,US,11/3/20,9465330
212861,US,11/3/21,46320009
212862,US,11/3/22,97685617
212863,US,11/30/20,13667915
212864,US,11/30/21,48606339
212865,US,11/30/22,98813321
212866,US,11/4/20,9567399
212867,US,11/4/21,46401241
212868,US,11/4/22,97724326
212869,US,11/5/20,9697431
212870,US,11/5/21,46498331
212871,US,11/5/22,97729627
212872,US,11/6/20,9826558
212873,US,11/6/21,46535625
212874,US,11/6/22,97737758
212875,US,11/7/20,9953780
212876,US,11/7/21,46574617
212877,US,11/7/22,97778436
212878,US,11/8/20,10073148
212879,US,11/8/21,46681947
212880,US,11/8/22,97809892
212881,US,11/9/20,10192673
212882,US,11/9/21,46761945
212883,US,11/9/22,97907217
212884,US,12/1/20,13866746
212885,US,12/1/21,48743340
212886,US,12/1/22,98903928
212887,US,12/10/20,15791625
212888,US,12/10/21,49881735
212889,US,12/10/22,99422186
212890,US,12/11/20,16028527
212891,US,12/11/21,49939477
212892,US,12/11/22,99428500
212893,US,12/12/20,16251283
212894,US,12/12/21,49992874
212895,US,12/12/22,99487847
212896,US,12/13/20,16441925
212897,US,12/13/21,50176127
212898,US,12/13/22,99581078
212899,US,12/14/20,16652286
212900,US,12/14/21,50289477
212901,US,12/14/22,99729246
212902,US,12/15/20,16879507
212903,US,12/15/21,50435092
212904,US,12/15/22,99841367
212905,US,12/16/20,17113650
212906,US,12/16/21,50577283
212907,US,12/16/22,99895955
212908,US,12/17/20,17352824
212909,US,12/17/21,50769791
212910,US,12/17/22,99902767
212911,US,12/18/20,17599264
212912,US,12/18/21,50851472
212913,US,12/18/22,99908625
212914,US,12/19/20,17804289
212915,US,12/19/21,50942391
212916,US,12/19/22,99969013
212917,US,12/2/20,14063762
212918,US,12/2/21,48881253
212919,US,12/2/22,98968313
212920,US,12/20/20,17990458
212921,US,12/20/21,51183554
212922,US,12/20/22,100050937
212923,US,12/21/20,18187883
212924,US,12/21/21,51365828
212925,US,12/21/22,100233060
212926,US,12/22/20,18393673
212927,US,12/22/21,51613682
212928,US,12/22/22,100329204
212929,US,12/23/20,18614460
212930,US,12/23/21,51888071
212931,US,12/23/22,100368433
212932,US,12/24/20,18826055
212933,US,12/24/21,52136339
212934,US,12/24/22,100374955
212935,US,12/25/20,18951579
212936,US,12/25/21,52224654
212937,US,12/25/22,100378169
212938,US,12/26/20,19169547
212939,US,12/26/21,52408175
212940,US,12/26/22,100390601
212941,US,12/27/20,19305730
212942,US,12/27/21,52914246
212943,US,12/27/22,100501536
212944,US,12/28/20,19480363
212945,US,12/28/21,53286705
212946,US,12/28/22,100614880
212947,US,12/29/20,19687204
212948,US,12/29/21,53797725
212949,US,12/29/22,100718983
212950,US,12/3/20,14283185
212951,US,12/3/21,49039251
212952,US,12/3/22,98975438
212953,US,12/30/20,19905952
212954,US,12/30/21,54395674
212955,US,12/30/22,100757380
212956,US,12/31/20,20219878
212957,US,12/31/21,54907717
212958,US,12/31/22,100765333
212959,US,12/4/20,14518319
212960,US,12/4/21,49107059
212961,US,12/4/22,98980990
212962,US,12/5/20,14738242
212963,US,12/5/21,49163621
212964,US,12/5/22,99038798
212965,US,12/6/20,14916373
212966,US,12/6/21,49338540
212967,US,12/6/22,99133789
212968,US,12/7/20,15112614
212969,US,12/7/21,49451008
212970,US,12/7/22,99279229
212971,US,12/8/20,15340113
212972,US,12/8/21,49600386
212973,US,12/8/22,99378455
212974,US,12/9/20,15555848
212975,US,12/9/21,49724320
212976,US,12/9/22,99414998
212977,US,2/1/20,8
212978,US,2/1/21,26482919
212979,US,2/1/22,75570589
212980,US,2/1/23,102479379
212981,US,2/10/20,12
212982,US,2/10/21,27459808
212983,US,2/10/22,77613413
212984,US,2/10/23,102855101
212985,US,2/11/20,13
212986,US,2/11/21,27565960
212987,US,2/11/22,77821582
212988,US,2/11/23,102859510
212989,US,2/12/20,13
212990,US,2/12/21,27665519
212991,US,2/12/22,77874376
212992,US,2/12/23,102862879
212993,US,2/13/20,14
212994,US,2/13/21,27755867
212995,US,2/13/22,77933572
212996,US,2/13/23,102886005
212997,US,2/14/20,14
212998,US,2/14/21,27824057
212999,US,2/14/22,78100771
213000,US,2/14/23,102934224
213001,US,2/15/20,14
213002,US,2/15/21,27880161
213003,US,2/15/22,78211154
213004,US,2/15/23,103023231
213005,US,2/16/20,14
213006,US,2/16/21,27939999
213007,US,2/16/22,78324961
213008,US,2/16/23,103083910
213009,US,2/17/20,14
213010,US,2/17/21,28009004
213011,US,2/17/22,78426229
213012,US,2/17/23,103131898
213013,US,2/18/20,14
213014,US,2/18/21,28081254
213015,US,2/18/22,78570116
213016,US,2/18/23,103134605
213017,US,2/19/20,14
213018,US,2/19/21,28156128
213019,US,2/19/22,78602274
213020,US,2/19/23,103136077
213021,US,2/2/20,8
213022,US,2/2/21,26600309
213023,US,2/2/22,75897686
213024,US,2/2/23,102561054
213025,US,2/20/20,14
213026,US,2/20/21,28229709
213027,US,2/20/22,78625816
213028,US,2/20/23,103138119
213029,US,2/21/20,16
213030,US,2/21/21,28284962
213031,US,2/21/22,78705461
213032,US,2/21/23,103198669
213033,US,2/22/20,16
213034,US,2/22/21,28341018
213035,US,2/22/22,78794643
213036,US,2/22/23,103308832
213037,US,2/23/20,16
213038,US,2/23/21,28414848
213039,US,2/23/22,78878687
213040,US,2/23/23,103365511
213041,US,2/24/20,16
213042,US,2/24/21,28489829
213043,US,2/24/22,78945215
213044,US,2/24/23,103378408
213045,US,2/25/20,16
213046,US,2/25/21,28566889
213047,US,2/25/22,79018857
213048,US,2/25/23,103381157
213049,US,2/26/20,16
213050,US,2/26/21,28641812
213051,US,2/26/22,79066699
213052,US,2/26/23,103382763
213053,US,2/27/20,17
213054,US,2/27/21,28712642
213055,US,2/27/22,79085232
213056,US,2/27/23,103399827
213057,US,2/28/20,17
213058,US,2/28/21,28764298
213059,US,2/28/22,79181996
213060,US,2/28/23,103443455
213061,US,2/29/20,25
213062,US,2/3/20,11
213063,US,2/3/21,26724684
213064,US,2/3/22,76171309
213065,US,2/3/23,102599784
213066,US,2/4/20,11
213067,US,2/4/21,26849337
213068,US,2/4/22,76526048
213069,US,2/4/23,102603942
213070,US,2/5/20,11
213071,US,2/5/21,26979744
213072,US,2/5/22,76614468
213073,US,2/5/23,102606868
213074,US,2/6/20,12
213075,US,2/6/21,27096024
213076,US,2/6/22,76699490
213077,US,2/6/23,102631179
213078,US,2/7/20,12
213079,US,2/7/21,27185193
213080,US,2/7/22,77042080
213081,US,2/7/23,102676694
213082,US,2/8/20,12
213083,US,2/8/21,27268355
213084,US,2/8/22,77255897
213085,US,2/8/23,102760211
213086,US,2/9/20,12
213087,US,2/9/21,27364113
213088,US,2/9/22,77443048
213089,US,2/9/23,102842061
213090,US,3/1/20,32
213091,US,3/1/21,28814420
213092,US,3/1/22,79228450
213093,US,3/1/23,103533872
213094,US,3/10/20,782
213095,US,3/10/21,29336393
213096,US,3/10/22,79581728
213097,US,3/11/20,1147
213098,US,3/11/21,29398148
213099,US,3/11/22,79630488
213100,US,3/12/20,1586
213101,US,3/12/21,29460422
213102,US,3/12/22,79641006
213103,US,3/13/20,2219
213104,US,3/13/21,29516680
213105,US,3/13/22,79652314
213106,US,3/14/20,2978
213107,US,3/14/21,29555246
213108,US,3/14/22,79686584
213109,US,3/15/20,3212
213110,US,3/15/21,29606783
213111,US,3/15/22,79710097
213112,US,3/16/20,4679
213113,US,3/16/21,29661862
213114,US,3/16/22,79761332
213115,US,3/17/20,6512
213116,US,3/17/21,29721741
213117,US,3/17/22,79813357
213118,US,3/18/20,9169
213119,US,3/18/21,29783944
213120,US,3/18/22,79844989
213121,US,3/19/20,13663
213122,US,3/19/21,29844854
213123,US,3/19/22,79856111
213124,US,3/2/20,55
213125,US,3/2/21,28873096
213126,US,3/2/22,79281474
213127,US,3/2/23,103589757
213128,US,3/20/20,20030
213129,US,3/20/21,29903121
213130,US,3/20/22,79867776
213131,US,3/21/20,26025
213132,US,3/21/21,29938533
213133,US,3/21/22,79908821
213134,US,3/22/20,34944
213135,US,3/22/21,29986970
213136,US,3/22/22,79930050
213137,US,3/23/20,46096
213138,US,3/23/21,30039696
213139,US,3/23/22,79969950
213140,US,3/24/20,56714
213141,US,3/24/21,30127521
213142,US,3/24/22,80012001
213143,US,3/25/20,68841
213144,US,3/25/21,30194910
213145,US,3/25/22,80056416
213146,US,3/26/20,86662
213147,US,3/26/21,30271054
213148,US,3/26/22,80066111
213149,US,3/27/20,105253
213150,US,3/27/21,30334846
213151,US,3/27/22,80078147
213152,US,3/28/20,127417
213153,US,3/28/21,30381218
213154,US,3/28/22,80115859
213155,US,3/29/20,143544
213156,US,3/29/21,30447861
213157,US,3/29/22,80138918
213158,US,3/3/20,74
213159,US,3/3/21,28940164
213160,US,3/3/22,79329961
213161,US,3/3/23,103648690
213162,US,3/30/20,165698
213163,US,3/30/21,30510083
213164,US,3/30/22,80177035
213165,US,3/31/20,192079
213166,US,3/31/21,30579485
213167,US,3/31/22,80221585
213168,US,3/4/20,107
213169,US,3/4/21,29008605
213170,US,3/4/22,79380604
213171,US,3/4/23,103650837
213172,US,3/5/20,184
213173,US,3/5/21,29075787
213174,US,3/5/22,79395871
213175,US,3/5/23,103646975
213176,US,3/6/20,237
213177,US,3/6/21,29136550
213178,US,3/6/22,79408495
213179,US,3/6/23,103655539
213180,US,3/7/20,403
213181,US,3/7/21,29178094
213182,US,3/7/22,79469829
213183,US,3/7/23,103690910
213184,US,3/8/20,519
213185,US,3/8/21,29222842
213186,US,3/8/22,79499165
213187,US,3/8/23,103755771
213188,US,3/9/20,594
213189,US,3/9/21,29278673
213190,US,3/9/22,79536060
213191,US,3/9/23,103802702
213192,US,4/1/20,227903
213193,US,4/1/21,30656330
213194,US,4/1/22,80252748
213195,US,4/10/20,516707
213196,US,4/10/21,31274548
213197,US,4/10/22,80518573
213198,US,4/11/20,545693
213199,US,4/11/21,31321879
213200,US,4/11/22,80556687
213201,US,4/12/20,571551
213202,US,4/12/21,31385081
213203,US,4/12/22,80591910
213204,US,4/13/20,598794
213205,US,4/13/21,31465794
213206,US,4/13/22,80647978
213207,US,4/14/20,627306
213208,US,4/14/21,31540756
213209,US,4/14/22,80695831
213210,US,4/15/20,653669
213211,US,4/15/21,31614984
213212,US,4/15/22,80730300
213213,US,4/16/20,683351
213214,US,4/16/21,31697732
213215,US,4/16/22,80743119
213216,US,4/17/20,716508
213217,US,4/17/21,31753116
213218,US,4/17/22,80751042
213219,US,4/18/20,743857
213220,US,4/18/21,31796939
213221,US,4/18/22,80810593
213222,US,4/19/20,768888
213223,US,4/19/21,31856774
213224,US,4/19/22,80849092
213225,US,4/2/20,260183
213226,US,4/2/21,30730194
213227,US,4/2/22,80264828
213228,US,4/20/20,799531
213229,US,4/20/21,31919203
213230,US,4/20/22,80916866
213231,US,4/21/20,825478
213232,US,4/21/21,31983893
213233,US,4/21/22,80977349
213234,US,4/22/20,855445
213235,US,4/22/21,32050106
213236,US,4/22/22,81065925
213237,US,4/23/20,887523
213238,US,4/23/21,32112756
213239,US,4/23/22,81086628
213240,US,4/24/20,919014
213241,US,4/24/21,32167063
213242,US,4/24/22,81100611
213243,US,4/25/20,949640
213244,US,4/25/21,32201471
213245,US,4/25/22,81168415
213246,US,4/26/20,975537
213247,US,4/26/21,32244759
213248,US,4/26/22,81213305
213249,US,4/27/20,1000230
213250,US,4/27/21,32296816
213251,US,4/27/22,81303117
213252,US,4/28/20,1024834
213253,US,4/28/21,32352650
213254,US,4/28/22,81380091
213255,US,4/29/20,1051643
213256,US,4/29/21,32410329
213257,US,4/29/22,81441344
213258,US,4/3/20,292630
213259,US,4/3/21,30794703
213260,US,4/3/22,80269842
213261,US,4/30/20,1081150
213262,US,4/30/21,32468055
213263,US,4/30/22,81466441
213264,US,4/4/20,324340
213265,US,4/4/21,30832570
213266,US,4/4/22,80307960
213267,US,4/5/20,353117
213268,US,4/5/21,30900794
213269,US,4/5/22,80332930
213270,US,4/6/20,385110
213271,US,4/6/21,30964189
213272,US,4/6/22,80372860
213273,US,4/7/20,415256
213274,US,4/7/21,31039928
213275,US,4/7/22,80422532
213276,US,4/8/20,446500
213277,US,4/8/21,31119772
213278,US,4/8/22,80495710
213279,US,4/9/20,482526
213280,US,4/9/21,31204184
213281,US,4/9/22,80508766
213282,US,5/1/20,1115972
213283,US,5/1/21,32516226
213284,US,5/1/22,81483804
213285,US,5/10/20,1337061
213286,US,5/10/21,32865353
213287,US,5/10/22,82192316
213288,US,5/11/20,1356283
213289,US,5/11/21,32900633
213290,US,5/11/22,82353337
213291,US,5/12/20,1379661
213292,US,5/12/21,32936594
213293,US,5/12/22,82458677
213294,US,5/13/20,1399662
213295,US,5/13/21,32974477
213296,US,5/13/22,82545938
213297,US,5/14/20,1425539
213298,US,5/14/21,33016059
213299,US,5/14/22,82564426
213300,US,5/15/20,1449938
213301,US,5/15/21,33046540
213302,US,5/15/22,82597555
213303,US,5/16/20,1473806
213304,US,5/16/21,33064172
213305,US,5/16/22,82774479
213306,US,5/17/20,1492449
213307,US,5/17/21,33089703
213308,US,5/17/22,82859805
213309,US,5/18/20,1514833
213310,US,5/18/21,33118721
213311,US,5/18/22,83063638
213312,US,5/19/20,1535591
213313,US,5/19/21,33147765
213314,US,5/19/22,83199187
213315,US,5/2/20,1142619
213316,US,5/2/21,32546822
213317,US,5/2/22,81577677
213318,US,5/20/20,1558430
213319,US,5/20/21,33177770
213320,US,5/20/22,83347968
213321,US,5/21/20,1583542
213322,US,5/21/21,33206435
213323,US,5/21/22,83376122
213324,US,5/22/20,1607464
213325,US,5/22/21,33227352
213326,US,5/22/22,83389299
213327,US,5/23/20,1627392
213328,US,5/23/21,33241140
213329,US,5/23/22,83538499
213330,US,5/24/20,1647513
213331,US,5/24/21,33263298
213332,US,5/24/22,83622359
213333,US,5/25/20,1666699
213334,US,5/25/21,33287104
213335,US,5/25/22,83833099
213336,US,5/26/20,1685395
213337,US,5/26/21,33311455
213338,US,5/26/22,83968629
213339,US,5/27/20,1704200
213340,US,5/27/21,33338001
213341,US,5/27/22,84076461
213342,US,5/28/20,1725329
213343,US,5/28/21,33359917
213344,US,5/28/22,84090734
213345,US,5/29/20,1750066
213346,US,5/29/21,33372891
213347,US,5/29/22,84097861
213348,US,5/3/20,1166189
213349,US,5/3/21,32592222
213350,US,5/3/22,81627341
213351,US,5/30/20,1772783
213352,US,5/30/21,33380097
213353,US,5/30/22,84160373
213354,US,5/31/20,1791547
213355,US,5/31/21,33386447
213356,US,5/31/22,84327544
213357,US,5/4/20,1190240
213358,US,5/4/21,32634949
213359,US,5/4/22,81739690
213360,US,5/5/20,1214321
213361,US,5/5/21,32680744
213362,US,5/5/22,81827903
213363,US,5/6/20,1238694
213364,US,5/6/21,32726689
213365,US,5/6/22,81956955
213366,US,5/7/20,1266904
213367,US,5/7/21,32774854
213368,US,5/7/22,81986006
213369,US,5/8/20,1294111
213370,US,5/8/21,32809818
213371,US,5/8/22,81992619
213372,US,5/9/20,1318358
213373,US,5/9/21,32832557
213374,US,5/9/22,82121797
213375,US,6/1/20,1809384
213376,US,6/1/21,33407540
213377,US,6/1/22,84556267
213378,US,6/10/20,1999224
213379,US,6/10/21,33540369
213380,US,6/10/22,85563254
213381,US,6/11/20,2021527
213382,US,6/11/21,33564873
213383,US,6/11/22,85598649
213384,US,6/12/20,2047082
213385,US,6/12/21,33573694
213386,US,6/12/22,85616523
213387,US,6/13/20,2071218
213388,US,6/13/21,33578723
213389,US,6/13/22,85768092
213390,US,6/14/20,2090171
213391,US,6/14/21,33590628
213392,US,6/14/22,85858269
213393,US,6/15/20,2111266
213394,US,6/15/21,33601271
213395,US,6/15/22,86043157
213396,US,6/16/20,2135894
213397,US,6/16/21,33613025
213398,US,6/16/22,86173188
213399,US,6/17/20,2162973
213400,US,6/17/21,33624547
213401,US,6/17/22,86312000
213402,US,6/18/20,2191211
213403,US,6/18/21,33645533
213404,US,6/18/22,86329794
213405,US,6/19/20,2222207
213406,US,6/19/21,33654422
213407,US,6/19/22,86347944
213408,US,6/2/20,1829340
213409,US,6/2/21,33424131
213410,US,6/2/22,84678587
213411,US,6/20/20,2254073
213412,US,6/20/21,33659351
213413,US,6/20/22,86443987
213414,US,6/21/20,2279932
213415,US,6/21/21,33670079
213416,US,6/21/22,86555173
213417,US,6/22/20,2309921
213418,US,6/22/21,33680849
213419,US,6/22/22,86740533
213420,US,6/23/20,2348750
213421,US,6/23/21,33693339
213422,US,6/23/22,86879240
213423,US,6/24/20,2385029
213424,US,6/24/21,33707534
213425,US,6/24/22,86996447
213426,US,6/25/20,2424386
213427,US,6/25/21,33732043
213428,US,6/25/22,87037562
213429,US,6/26/20,2473472
213430,US,6/26/21,33741088
213431,US,6/26/22,87060024
213432,US,6/27/20,2514305
213433,US,6/27/21,33745750
213434,US,6/27/22,87219959
213435,US,6/28/20,2557223
213436,US,6/28/21,33759515
213437,US,6/28/22,87317769
213438,US,6/29/20,2598741
213439,US,6/29/21,33767046
213440,US,6/29/22,87507662
213441,US,6/3/20,1848388
213442,US,6/3/21,33442100
213443,US,6/3/22,84835573
213444,US,6/30/20,2648797
213445,US,6/30/21,33782325
213446,US,6/30/22,87675415
213447,US,6/4/20,1876099
213448,US,6/4/21,33459613
213449,US,6/4/22,84863718
213450,US,6/5/20,1902280
213451,US,6/5/21,33474770
213452,US,6/5/22,84880100
213453,US,6/6/20,1922433
213454,US,6/6/21,33480666
213455,US,6/6/22,85039922
213456,US,6/7/20,1940242
213457,US,6/7/21,33494852
213458,US,6/7/22,85126555
213459,US,6/8/20,1957154
213460,US,6/8/21,33507651
213461,US,6/8/22,85325154
213462,US,6/9/20,1977478
213463,US,6/9/21,33525852
213464,US,6/9/22,85457093
213465,US,7/1/20,2698127
213466,US,7/1/21,33797251
213467,US,7/1/22,87832253
213468,US,7/10/20,3194746
213469,US,7/10/21,33966176
213470,US,7/10/22,88610605
213471,US,7/11/20,3255187
213472,US,7/11/21,33977944
213473,US,7/11/22,88811480
213474,US,7/12/20,3315407
213475,US,7/12/21,34007605
213476,US,7/12/22,88959681
213477,US,7/13/20,3375032
213478,US,7/13/21,34034110
213479,US,7/13/22,89163998
213480,US,7/14/20,3440789
213481,US,7/14/21,34065230
213482,US,7/14/22,89339450
213483,US,7/15/20,3507088
213484,US,7/15/21,34097162
213485,US,7/15/22,89492643
213486,US,7/16/20,3577862
213487,US,7/16/21,34175193
213488,US,7/16/22,89532095
213489,US,7/17/20,3644284
213490,US,7/17/21,34189264
213491,US,7/17/22,89561931
213492,US,7/18/20,3708609
213493,US,7/18/21,34209648
213494,US,7/18/22,89726778
213495,US,7/19/20,3767602
213496,US,7/19/21,34258861
213497,US,7/19/22,89843975
213498,US,7/2/20,2753211
213499,US,7/2/21,33826847
213500,US,7/2/22,87852832
213501,US,7/20/20,3828458
213502,US,7/20/21,34298786
213503,US,7/20/22,90060378
213504,US,7/21/20,3896753
213505,US,7/21/21,34346640
213506,US,7/21/22,90236138
213507,US,7/22/20,3964203
213508,US,7/22/21,34403067
213509,US,7/22/22,90367542
213510,US,7/23/20,4031970
213511,US,7/23/21,34523848
213512,US,7/23/22,90394143
213513,US,7/24/20,4106919
213514,US,7/24/21,34553243
213515,US,7/24/22,90417634
213516,US,7/25/20,4170674
213517,US,7/25/21,34581897
213518,US,7/25/22,90607493
213519,US,7/26/20,4226305
213520,US,7/26/21,34660435
213521,US,7/26/22,90739588
213522,US,7/27/20,4286302
213523,US,7/27/21,34725586
213524,US,7/27/22,90979365
213525,US,7/28/20,4350866
213526,US,7/28/21,34799156
213527,US,7/28/22,91156742
213528,US,7/29/20,4414918
213529,US,7/29/21,34871512
213530,US,7/29/22,91315977
213531,US,7/3/20,2804869
213532,US,7/3/21,33832133
213533,US,7/3/22,87861491
213534,US,7/30/20,4484122
213535,US,7/30/21,35062668
213536,US,7/30/22,91332204
213537,US,7/31/20,4548497
213538,US,7/31/21,35107404
213539,US,7/31/22,91345425
213540,US,7/4/20,2850893
213541,US,7/4/21,33836404
213542,US,7/4/22,87937948
213543,US,7/5/20,2904843
213544,US,7/5/21,33845569
213545,US,7/5/22,88079364
213546,US,7/6/20,2948475
213547,US,7/6/21,33868137
213548,US,7/6/22,88279768
213549,US,7/7/20,3005888
213550,US,7/7/21,33888276
213551,US,7/7/22,88418829
213552,US,7/8/20,3066392
213553,US,7/8/21,33909160
213554,US,7/8/22,88556536
213555,US,7/9/20,3126224
213556,US,7/9/21,33956134
213557,US,7/9/22,88585837
213558,US,8/1/20,4605921
213559,US,8/1/21,35152818
213560,US,8/1/22,91515236
213561,US,8/10/20,5100508
213562,US,8/10/21,36198713
213563,US,8/10/22,92579320
213564,US,8/11/20,5157384
213565,US,8/11/21,36353207
213566,US,8/11/22,92742297
213567,US,8/12/20,5212606
213568,US,8/12/21,36497053
213569,US,8/12/22,92838951
213570,US,8/13/20,5264052
213571,US,8/13/21,36723765
213572,US,8/13/22,92922767
213573,US,8/14/20,5334124
213574,US,8/14/21,36798001
213575,US,8/14/22,92932588
213576,US,8/15/20,5386449
213577,US,8/15/21,36845900
213578,US,8/15/22,93055285
213579,US,8/16/20,5421026
213580,US,8/16/21,37039222
213581,US,8/16/22,93147062
213582,US,8/17/20,5459023
213583,US,8/17/21,37190452
213584,US,8/17/22,93283935
213585,US,8/18/20,5503998
213586,US,8/18/21,37357711
213587,US,8/18/22,93433063
213588,US,8/19/20,5549913
213589,US,8/19/21,37513087
213590,US,8/19/22,93510612
213591,US,8/2/20,4652810
213592,US,8/2/21,35260292
213593,US,8/2/22,91606171
213594,US,8/20/20,5595048
213595,US,8/20/21,37752090
213596,US,8/20/22,93521828
213597,US,8/21/20,5642948
213598,US,8/21/21,37845679
213599,US,8/21/22,93531703
213600,US,8/22/20,5688219
213601,US,8/22/21,37891095
213602,US,8/22/22,93660652
213603,US,8/23/20,5720122
213604,US,8/23/21,38097261
213605,US,8/23/22,93759938
213606,US,8/24/20,5754213
213607,US,8/24/21,38252484
213608,US,8/24/22,93911627
213609,US,8/25/20,5796775
213610,US,8/25/21,38431638
213611,US,8/25/22,94051288
213612,US,8/26/20,5838967
213613,US,8/26/21,38615429
213614,US,8/26/22,94172008
213615,US,8/27/20,5889404
213616,US,8/27/21,38853774
213617,US,8/27/22,94183881
213618,US,8/28/20,5935724
213619,US,8/28/21,38933859
213620,US,8/28/22,94192404
213621,US,8/29/20,5978795
213622,US,8/29/21,38987089
213623,US,8/29/22,94298521
213624,US,8/3/20,4694706
213625,US,8/3/21,35358371
213626,US,8/3/22,91806570
213627,US,8/30/20,6012963
213628,US,8/30/21,39215007
213629,US,8/30/22,94374035
213630,US,8/31/20,6046489
213631,US,8/31/21,39395088
213632,US,8/31/22,94528255
213633,US,8/4/20,4756327
213634,US,8/4/21,35460776
213635,US,8/4/22,91993893
213636,US,8/5/20,4810464
213637,US,8/5/21,35570380
213638,US,8/5/22,92100011
213639,US,8/6/20,4870500
213640,US,8/6/21,35822339
213641,US,8/6/22,92115152
213642,US,8/7/20,4930941
213643,US,8/7/21,35886266
213644,US,8/7/22,92127889
213645,US,8/8/20,4994708
213646,US,8/8/21,35922000
213647,US,8/8/22,92283082
213648,US,8/9/20,5048871
213649,US,8/9/21,36080392
213650,US,8/9/22,92382841
213651,US,9/1/20,6088458
213652,US,9/1/21,39585475
213653,US,9/1/22,94659072
213654,US,9/10/20,6420040
213655,US,9/10/21,41038024
213656,US,9/10/22,95230918
213657,US,9/11/20,6464865
213658,US,9/11/21,41128599
213659,US,9/11/22,95239962
213660,US,9/12/20,6510480
213661,US,9/12/21,41178219
213662,US,9/12/22,95309350
213663,US,9/13/20,6550788
213664,US,9/13/21,41385902
213665,US,9/13/22,95389023
213666,US,9/14/20,6583689
213667,US,9/14/21,41531511
213668,US,9/14/22,95492224
213669,US,9/15/20,6621128
213670,US,9/15/21,41704724
213671,US,9/15/22,95575861
213672,US,9/16/20,6659477
213673,US,9/16/21,41863377
213674,US,9/16/22,95632097
213675,US,9/17/20,6704918
213676,US,9/17/21,42074007
213677,US,9/17/22,95640668
213678,US,9/18/20,6755145
213679,US,9/18/21,42150320
213680,US,9/18/22,95646159
213681,US,9/19/20,6800800
213682,US,9/19/21,42196351
213683,US,9/19/22,95701850
213684,US,9/2/20,6128576
213685,US,9/2/21,39764655
213686,US,9/2/22,94723711
213687,US,9/20/20,6842405
213688,US,9/20/21,42365732
213689,US,9/20/22,95771112
213690,US,9/21/20,6874665
213691,US,9/21/21,42487611
213692,US,9/21/22,95869476
213693,US,9/22/20,6912973
213694,US,9/22/21,42619242
213695,US,9/22/22,95950546
213696,US,9/23/20,6954203
213697,US,9/23/21,42748318
213698,US,9/23/22,96033830
213699,US,9/24/20,7003200
213700,US,9/24/21,42922887
213701,US,9/24/22,96043588
213702,US,9/25/20,7050826
213703,US,9/25/21,42984802
213704,US,9/25/22,96050333
213705,US,9/26/20,7094716
213706,US,9/26/21,43040459
213707,US,9/26/22,96095885
213708,US,9/27/20,7128423
213709,US,9/27/21,43194360
213710,US,9/27/22,96156934
213711,US,9/28/20,7164994
213712,US,9/28/21,43307569
213713,US,9/28/22,96243479
213714,US,9/29/20,7207284
213715,US,9/29/21,43429449
213716,US,9/29/22,96328015
213717,US,9/3/20,6173787
213718,US,9/3/21,39999770
213719,US,9/3/22,94735199
213720,US,9/30/20,7246200
213721,US,9/30/21,43539596
213722,US,9/30/22,96361580
213723,US,9/4/20,6222446
213724,US,9/4/21,40087140
213725,US,9/4/22,94742681
213726,US,9/5/20,6265684
213727,US,9/5/21,40151883
213728,US,9/5/22,94776356
213729,US,9/6/20,6294762
213730,US,9/6/21,40241920
213731,US,9/6/22,94888803
213732,US,9/7/20,6319464
213733,US,9/7/21,40452004
213734,US,9/7/22,95012774
213735,US,9/8/20,6346567
213736,US,9/8/21,40629628
213737,US,9/8/22,95119998
213738,US,9/9/20,6380418
213739,US,9/9/21,40796334
213740,US,9/9/22,95220758
